Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
NSGAIIa,ZDT1,EP,0,0.01909154203565836
NSGAIIa,ZDT1,EP,1,0.013507602863401025
NSGAIIa,ZDT1,EP,2,0.014020564697011462
NSGAIIa,ZDT1,EP,3,0.011709237897921498
NSGAIIa,ZDT1,EP,4,0.012192455781940947
NSGAIIa,ZDT1,EP,5,0.011125587792086694
NSGAIIa,ZDT1,EP,6,0.011525231246547807
NSGAIIa,ZDT1,EP,7,0.017265150359908443
NSGAIIa,ZDT1,EP,8,0.01171069686998881
NSGAIIa,ZDT1,EP,9,0.013627256919312603
NSGAIIa,ZDT1,EP,10,0.011732226221802478
NSGAIIa,ZDT1,EP,11,0.011462460583867073
NSGAIIa,ZDT1,EP,12,0.019855123278168733
NSGAIIa,ZDT1,EP,13,0.014351942685749297
NSGAIIa,ZDT1,EP,14,0.011861891206306582
NSGAIIa,ZDT1,EP,15,0.011060393745281172
NSGAIIa,ZDT1,EP,16,0.014967401788369528
NSGAIIa,ZDT1,EP,17,0.013098139447393423
NSGAIIa,ZDT1,EP,18,0.014108611719637842
NSGAIIa,ZDT1,EP,19,0.010067063146307453
NSGAIIa,ZDT1,EP,20,0.011752964908409352
NSGAIIa,ZDT1,EP,21,0.014761810938085707
NSGAIIa,ZDT1,EP,22,0.013262124576264078
NSGAIIa,ZDT1,EP,23,0.015301800740979088
NSGAIIa,ZDT1,EP,24,0.01654567116049359
NSGAIIa,ZDT2,EP,0,0.014821539932070804
NSGAIIa,ZDT2,EP,1,0.01402262070073057
NSGAIIa,ZDT2,EP,2,0.015290292498569502
NSGAIIa,ZDT2,EP,3,0.012984954481337185
NSGAIIa,ZDT2,EP,4,0.0147160872328429
NSGAIIa,ZDT2,EP,5,0.009405260464025789
NSGAIIa,ZDT2,EP,6,0.011071163006444507
NSGAIIa,ZDT2,EP,7,0.009229696762664663
NSGAIIa,ZDT2,EP,8,0.011609841108337238
NSGAIIa,ZDT2,EP,9,0.01330165240490222
NSGAIIa,ZDT2,EP,10,0.012188995411802517
NSGAIIa,ZDT2,EP,11,0.014322409221262156
NSGAIIa,ZDT2,EP,12,0.013119174748230433
NSGAIIa,ZDT2,EP,13,0.012979259382465747
NSGAIIa,ZDT2,EP,14,0.015536402977807395
NSGAIIa,ZDT2,EP,15,0.013405032091982183
NSGAIIa,ZDT2,EP,16,0.013689442873996205
NSGAIIa,ZDT2,EP,17,0.013873230057969477
NSGAIIa,ZDT2,EP,18,0.013453964340042868
NSGAIIa,ZDT2,EP,19,0.011046825383861592
NSGAIIa,ZDT2,EP,20,0.012720532794399053
NSGAIIa,ZDT2,EP,21,0.011989946555187037
NSGAIIa,ZDT2,EP,22,0.011727001364000733
NSGAIIa,ZDT2,EP,23,0.009878690781513322
NSGAIIa,ZDT2,EP,24,0.013146220107444151
NSGAIIa,ZDT3,EP,0,0.0067684978639697135
NSGAIIa,ZDT3,EP,1,0.007146860067843486
NSGAIIa,ZDT3,EP,2,0.006572566040356956
NSGAIIa,ZDT3,EP,3,0.007081052465391813
NSGAIIa,ZDT3,EP,4,0.006082270366301268
NSGAIIa,ZDT3,EP,5,0.007375050301345443
NSGAIIa,ZDT3,EP,6,0.0060494843999803205
NSGAIIa,ZDT3,EP,7,0.005601431639527421
NSGAIIa,ZDT3,EP,8,0.007138299077946331
NSGAIIa,ZDT3,EP,9,0.007492996263271767
NSGAIIa,ZDT3,EP,10,0.01062299888906626
NSGAIIa,ZDT3,EP,11,0.008337883620031739
NSGAIIa,ZDT3,EP,12,0.005903301704583308
NSGAIIa,ZDT3,EP,13,0.008680886218612738
NSGAIIa,ZDT3,EP,14,0.009418088395765079
NSGAIIa,ZDT3,EP,15,0.006137673996920723
NSGAIIa,ZDT3,EP,16,0.008145266305059295
NSGAIIa,ZDT3,EP,17,0.009128652838410745
NSGAIIa,ZDT3,EP,18,0.006563466732036727
NSGAIIa,ZDT3,EP,19,0.007407864509729634
NSGAIIa,ZDT3,EP,20,0.007579626666809336
NSGAIIa,ZDT3,EP,21,0.005988385579565464
NSGAIIa,ZDT3,EP,22,0.007137892130124834
NSGAIIa,ZDT3,EP,23,0.006070728618045543
NSGAIIa,ZDT3,EP,24,0.005934368666170697
NSGAIIa,ZDT4,EP,0,0.014727942274402772
NSGAIIa,ZDT4,EP,1,0.014213401712991902
NSGAIIa,ZDT4,EP,2,0.014467701151674284
NSGAIIa,ZDT4,EP,3,0.015322828398568134
NSGAIIa,ZDT4,EP,4,0.015153776884099635
NSGAIIa,ZDT4,EP,5,0.010762146697631397
NSGAIIa,ZDT4,EP,6,0.010217666402190018
NSGAIIa,ZDT4,EP,7,0.011452998086256216
NSGAIIa,ZDT4,EP,8,0.020775842609674522
NSGAIIa,ZDT4,EP,9,0.014197272645220194
NSGAIIa,ZDT4,EP,10,0.010021933181325687
NSGAIIa,ZDT4,EP,11,0.013552176551666073
NSGAIIa,ZDT4,EP,12,0.013241185844336312
NSGAIIa,ZDT4,EP,13,0.016254822272472658
NSGAIIa,ZDT4,EP,14,0.12359502312879649
NSGAIIa,ZDT4,EP,15,0.01214144418571031
NSGAIIa,ZDT4,EP,16,0.011729110537285342
NSGAIIa,ZDT4,EP,17,0.022622475916874468
NSGAIIa,ZDT4,EP,18,0.010904522058360983
NSGAIIa,ZDT4,EP,19,0.014450842995707175
NSGAIIa,ZDT4,EP,20,0.018671106469447904
NSGAIIa,ZDT4,EP,21,0.01773913959161144
NSGAIIa,ZDT4,EP,22,0.009695187061841193
NSGAIIa,ZDT4,EP,23,0.011576592973289682
NSGAIIa,ZDT4,EP,24,0.01709096398271276
NSGAIIa,ZDT6,EP,0,0.014138575624119243
NSGAIIa,ZDT6,EP,1,0.013200304135305596
NSGAIIa,ZDT6,EP,2,0.013595400350649767
NSGAIIa,ZDT6,EP,3,0.016974605427823808
NSGAIIa,ZDT6,EP,4,0.013738830257769785
NSGAIIa,ZDT6,EP,5,0.01768046376265675
NSGAIIa,ZDT6,EP,6,0.015887376557901733
NSGAIIa,ZDT6,EP,7,0.012516863607291998
NSGAIIa,ZDT6,EP,8,0.01274362472898627
NSGAIIa,ZDT6,EP,9,0.015540808511970594
NSGAIIa,ZDT6,EP,10,0.012944425323957023
NSGAIIa,ZDT6,EP,11,0.014106683197918357
NSGAIIa,ZDT6,EP,12,0.018284179396114153
